region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
Americas,Both,2016,0.49867,1.32051,0.8483,CHL,Child,0.8218400000000001,Low,Malnutrition
Europe,Female,2015,1.12089,3.46124,2.08767,LVA,Child,2.34035,Low,Malnutrition
Western Pacific,Both,2022,0.21826,2.91159,1.04267,TKL,Child,2.69333,Low,Malnutrition
Americas,Female,2016,0.73021,8.58407,3.26964,BLZ,Child,7.853860000000001,Low,Malnutrition
Europe,Male,2013,2.16751,3.53403,2.79745,HUN,Child,1.36652,Low,Malnutrition
,Female,2013,18.55626,21.38141,19.95762,SEAR,Child,2.825149999999997,Moderate,Malnutrition
Europe,Female,2020,0.93905,2.34616,1.53276,ITA,Child,1.4071099999999999,Low,Malnutrition
Africa,Male,2019,3.76164,13.54578,8.10231,STP,Child,9.78414,Low,Malnutrition
Africa,Male,2014,1.28512,8.74387,3.99077,Sierra Leone,Child,7.458749999999999,Low,Malnutrition
Africa,Male,2014,3.58703,8.53211,5.71898,Sierra Leone,Child,4.945079999999999,Low,Malnutrition
Africa,Male,2015,1.57986,11.72622,5.30017,STP,Child,10.14636,Low,Malnutrition
,Male,2013,1.86314,2.21364,2.02981,WB_HI,Child,0.3504999999999998,Low,Malnutrition
Americas,Both,2012,1.41727,2.34843,1.84686,Argentina,Child,0.93116,Low,Malnutrition
Europe,Male,2020,2.53543,7.26569,4.45381,MKD,Child,4.73026,Low,Malnutrition
Western Pacific,Both,2012,1.30154,5.34997,2.91397,Mongolia,Child,4.04843,Low,Malnutrition
Africa,Female,2022,2.41209,9.33294,5.20336,MLI,Child,6.920850000000001,Low,Malnutrition
Africa,Male,2012,7.20076,11.41941,9.20398,UGA,Child,4.218649999999999,Low,Malnutrition
Americas,Female,2016,2.52802,5.64436,3.94789,HTI,Child,3.1163399999999997,Low,Malnutrition
Western Pacific,Female,2018,0.10439,2.05214,0.66858,TUV,Child,1.94775,Low,Malnutrition
,Both,2021,5.79506,8.52845,7.05114,AFR,Child,2.733389999999999,Low,Malnutrition
Europe,Female,2014,1.56534,4.89528,2.99821,GEO,Child,3.3299399999999997,Low,Malnutrition
Americas,Female,2018,0.96976,5.42732,2.63913,KNA,Child,4.45756,Low,Malnutrition
Europe,Male,2021,1.1821,9.13498,4.07582,BIH,Child,7.95288,Low,Malnutrition
Americas,Male,2016,1.58741,2.75703,2.11675,CAN,Child,1.1696199999999999,Low,Malnutrition
Western Pacific,Both,2019,0.72477,1.09924,0.90439,NZL,Child,0.37446999999999997,Low,Malnutrition
Europe,Male,2021,1.26173,4.26522,2.47033,LTU,Child,3.00349,Low,Malnutrition
Western Pacific,Male,2018,7.31299,11.37785,9.24565,MYS,Child,4.06486,Low,Malnutrition
Africa,Female,2012,0.63785,5.82615,2.27684,SWZ,Child,5.1883,Low,Malnutrition
Americas,Female,2016,0.83521,9.64457,3.84773,BMU,Child,8.80936,Low,Malnutrition
Africa,Male,2017,5.99902,13.85242,9.42297,ZWE,Child,7.853400000000001,Low,Malnutrition
Africa,Male,2018,5.39691,19.54306,11.5833,COD,Child,14.14615,Moderate,Malnutrition
Africa,Female,2021,1.1366,6.45868,3.10036,TGO,Child,5.32208,Low,Malnutrition
Africa,Male,2015,2.51392,18.4743,8.34556,GIN,Child,15.960379999999999,Low,Malnutrition
South-East Asia,Male,2013,9.40373,30.04448,19.05048,LKA,Child,20.64075,Moderate,Malnutrition
Africa,Both,2012,2.9889,5.63054,4.22921,MWI,Child,2.6416399999999998,Low,Malnutrition
Americas,Female,2012,0.63361,10.8029,3.87045,BMU,Child,10.16929,Low,Malnutrition
Western Pacific,Female,2018,0.21535,3.23961,1.14371,MHL,Child,3.02426,Low,Malnutrition
Africa,Both,2020,1.78116,7.31811,4.04744,DZA,Child,5.53695,Low,Malnutrition
Africa,Male,2017,2.67834,21.09935,9.85737,GNQ,Child,18.421010000000003,Low,Malnutrition
Africa,Female,2013,2.40845,5.16247,3.64756,BEN,Child,2.7540199999999997,Low,Malnutrition
Western Pacific,Both,2018,0.17072,0.88433,0.42289,TON,Child,0.71361,Low,Malnutrition
Africa,Female,2014,2.03684,6.4269,3.80881,CIV,Child,4.39006,Low,Malnutrition
Africa,Both,2012,2.1575,8.14385,4.56861,Sierra Leone,Child,5.98635,Low,Malnutrition
Europe,Both,2018,1.82875,3.39923,2.5278,LTU,Child,1.57048,Low,Malnutrition
Africa,Both,2015,5.32336,8.18928,6.67596,UGA,Child,2.86592,Low,Malnutrition
,Female,2018,8.1257,9.39362,8.7669,GLOBAL,Child,1.2679200000000002,Low,Malnutrition
Europe,Male,2022,1.37024,2.51612,1.87413,CHE,Child,1.14588,Low,Malnutrition
Europe,Female,2014,0.13347,2.98902,0.94319,GRL,Child,2.85555,Low,Malnutrition
Americas,Both,2021,1.57873,5.60747,3.19904,SLV,Child,4.02874,Low,Malnutrition
Western Pacific,Both,2018,0.18053,2.15326,0.80407,NRU,Child,1.9727299999999999,Low,Malnutrition
Africa,Female,2022,0.89897,7.42286,3.19191,SWZ,Child,6.52389,Low,Malnutrition
Eastern Mediterranean,Female,2015,1.31046,6.23307,3.21241,LBY,Child,4.92261,Low,Malnutrition
Europe,Both,2015,2.24194,3.1551,2.67335,POL,Child,0.91316,Low,Malnutrition
Eastern Mediterranean,Female,2016,1.25316,5.76669,3.01604,LBY,Child,4.513529999999999,Low,Malnutrition
Europe,Male,2015,1.70026,2.67098,2.16028,AUT,Child,0.97072,Low,Malnutrition
Europe,Both,2022,1.24228,7.24602,3.5531,BIH,Child,6.00374,Low,Malnutrition
Africa,Female,2013,4.81994,8.23802,6.41743,KEN,Child,3.4180800000000007,Low,Malnutrition
Europe,Male,2015,2.31996,6.24129,3.9793,TKM,Child,3.92133,Low,Malnutrition
South-East Asia,Female,2012,10.23071,20.49722,15.07145,MDV,Child,10.266509999999998,Moderate,Malnutrition
Americas,Male,2019,0.77908,9.42616,3.6797,KNA,Child,8.647079999999999,Low,Malnutrition
Europe,Male,2014,1.50732,4.93047,2.94411,ARM,Child,3.4231499999999997,Low,Malnutrition
Americas,Female,2014,0.62657,2.69277,1.41422,PRY,Child,2.0662,Low,Malnutrition
Europe,Female,2018,0.76711,1.82767,1.22496,DNK,Child,1.06056,Low,Malnutrition
Europe,Male,2022,0.52356,9.92696,3.36641,AND,Child,9.4034,Low,Malnutrition
Europe,Female,2018,0.87015,2.19347,1.44621,SWE,Child,1.32332,Low,Malnutrition
Africa,Both,2022,3.8887,16.81494,8.96863,GMB,Child,12.92624,Low,Malnutrition
Europe,Female,2015,2.08665,3.75505,2.86162,BGR,Child,1.6684,Low,Malnutrition
Africa,Female,2020,1.38611,15.77118,6.35295,GNQ,Child,14.385069999999999,Low,Malnutrition
Eastern Mediterranean,Both,2014,18.66588,22.82247,20.74383,PAK,Child,4.156589999999998,High,Malnutrition
Eastern Mediterranean,Female,2015,1.66012,12.63188,5.71511,DJI,Child,10.97176,Low,Malnutrition
Europe,Both,2012,1.14302,1.51939,1.3259,GRC,Child,0.3763700000000001,Low,Malnutrition
Western Pacific,Female,2016,0.10801,3.42933,0.99402,ASM,Child,3.32132,Low,Malnutrition
Europe,Both,2017,3.22306,7.18192,4.97819,TKM,Child,3.95886,Low,Malnutrition
Europe,Female,2021,1.19891,3.6522,2.21712,FRA,Child,2.45329,Low,Malnutrition
South-East Asia,Male,2013,9.01939,11.95358,10.47846,IDN,Child,2.934190000000001,Moderate,Malnutrition
Western Pacific,Both,2018,0.88899,4.15092,2.1328,MHL,Child,3.2619300000000004,Low,Malnutrition
Eastern Mediterranean,Female,2021,0.77184,10.03798,3.77728,LBY,Child,9.26614,Low,Malnutrition
Eastern Mediterranean,Both,2022,2.69296,10.29743,5.78836,QAT,Child,7.604470000000001,Low,Malnutrition
Africa,Female,2020,3.97433,7.62396,5.63594,GHA,Child,3.64963,Low,Malnutrition
Africa,Female,2018,5.21568,15.72084,9.71624,NAM,Child,10.50516,Low,Malnutrition
Europe,Both,2015,1.92147,2.92506,2.3871,HUN,Child,1.0035900000000002,Low,Malnutrition
Americas,Male,2022,1.29811,8.29815,3.91524,BHS,Child,7.000039999999999,Low,Malnutrition
Western Pacific,Both,2021,0.19214,2.99185,1.06208,ASM,Child,2.7997099999999997,Low,Malnutrition
Europe,Both,2017,3.64926,5.80249,4.65143,KAZ,Child,2.1532299999999998,Low,Malnutrition
Americas,Male,2014,1.79398,3.2903,2.47954,Argentina,Child,1.4963199999999999,Low,Malnutrition
Eastern Mediterranean,Both,2016,1.48232,7.15403,3.59025,IRQ,Child,5.671709999999999,Low,Malnutrition
Europe,Both,2019,3.7075,5.69668,4.62662,KAZ,Child,1.9891799999999997,Low,Malnutrition
South-East Asia,Both,2013,13.37555,18.45413,15.83491,TLS,Child,5.078579999999999,Moderate,Malnutrition
Americas,Male,2019,1.47574,5.11851,2.94879,PRY,Child,3.6427699999999996,Low,Malnutrition
Americas,Both,2016,1.10337,3.91064,2.26148,VEN,Child,2.80727,Low,Malnutrition
Western Pacific,Female,2013,0.59503,2.18126,1.21576,PYF,Child,1.58623,Low,Malnutrition
Africa,Female,2017,5.75183,12.77989,9.00032,NGA,Child,7.02806,Low,Malnutrition
Europe,Female,2013,0.23918,2.80739,1.06964,GRL,Child,2.5682099999999997,Low,Malnutrition
Americas,Female,2012,3.17701,6.83904,4.82958,CUB,Child,3.6620299999999997,Low,Malnutrition
Europe,Both,2013,2.71552,5.01522,3.69931,MKD,Child,2.2997,Low,Malnutrition
Americas,Female,2018,0.60624,2.7012,1.41101,PRY,Child,2.09496,Low,Malnutrition
Africa,Both,2013,7.91337,15.95341,11.61635,NAM,Child,8.040040000000001,Moderate,Malnutrition
Western Pacific,Female,2015,0.11762,1.45381,0.54787,KIR,Child,1.33619,Low,Malnutrition
Americas,Female,2020,3.15832,15.24965,8.12303,TTO,Child,12.091330000000001,Low,Malnutrition
Europe,Female,2015,1.79563,3.74525,2.64224,LTU,Child,1.94962,Low,Malnutrition
Western Pacific,Female,2015,6.51661,9.61152,7.98806,MYS,Child,3.0949100000000005,Low,Malnutrition
Africa,Male,2016,1.58815,10.44415,4.82809,LSO,Child,8.856,Low,Malnutrition
Europe,Female,2018,1.19772,2.57099,1.80894,HRV,Child,1.3732700000000002,Low,Malnutrition
Europe,Both,2020,1.68361,2.76192,2.17714,MNE,Child,1.0783099999999999,Low,Malnutrition
South-East Asia,Male,2012,18.16016,29.82527,23.91857,BGD,Child,11.665109999999999,High,Malnutrition
Africa,Female,2021,2.25312,6.13036,3.91233,CIV,Child,3.8772399999999996,Low,Malnutrition
Western Pacific,Male,2015,2.51336,5.00682,3.63928,Mongolia,Child,2.4934600000000002,Low,Malnutrition
Americas,Both,2016,1.58481,3.14975,2.2884,SLV,Child,1.56494,Low,Malnutrition
Americas,Male,2016,4.45936,12.12155,7.76152,GUY,Child,7.662189999999999,Low,Malnutrition
Africa,Female,2017,4.44756,6.19411,5.28612,SYC,Child,1.74655,Low,Malnutrition
Europe,Both,2014,0.58279,1.24993,0.87959,NLD,Child,0.66714,Low,Malnutrition
Western Pacific,Female,2015,0.11982,1.91213,0.66176,TUV,Child,1.79231,Low,Malnutrition
Africa,Male,2014,5.72501,12.171,8.47977,RWA,Child,6.445989999999999,Low,Malnutrition
Western Pacific,Female,2013,0.12633,1.4215,0.55506,KIR,Child,1.29517,Low,Malnutrition
Europe,Both,2021,2.01477,5.71358,3.57127,ARM,Child,3.6988100000000004,Low,Malnutrition
Africa,Both,2017,13.57986,21.3843,17.37271,NER,Child,7.80444,Moderate,Malnutrition
Americas,Male,2016,0.55661,11.09425,3.756,BMU,Child,10.53764,Low,Malnutrition
Eastern Mediterranean,Male,2020,8.51909,26.95242,17.01815,YEM,Child,18.433329999999998,Moderate,Malnutrition
Western Pacific,Female,2019,0.07351,2.49453,0.70581,COK,Child,2.42102,Low,Malnutrition
Europe,Both,2015,3.87169,5.42904,4.61409,UKR,Child,1.5573499999999996,Low,Malnutrition
Africa,Male,2022,0.75079,13.98035,4.88249,Gabon,Child,13.22956,Low,Malnutrition
Europe,Male,2013,1.19093,1.99104,1.56176,ITA,Child,0.8001099999999999,Low,Malnutrition
Eastern Mediterranean,Both,2013,2.80114,6.07647,4.26723,JOR,Child,3.2753299999999994,Low,Malnutrition
Americas,Female,2019,2.52946,9.9162,5.46803,DOM,Child,7.38674,Low,Malnutrition
Western Pacific,Male,2019,0.09643,4.01262,1.0982,ASM,Child,3.9161900000000003,Low,Malnutrition
Europe,Both,2013,3.08059,6.78676,4.7008,TKM,Child,3.70617,Low,Malnutrition
,Male,2016,3.58782,4.29356,3.93228,WB_UMI,Child,0.7057400000000005,Low,Malnutrition
Americas,Male,2018,0.61056,8.7771,3.21402,NIC,Child,8.166540000000001,Low,Malnutrition
Europe,Female,2013,3.72037,8.40101,5.78937,TJK,Child,4.6806399999999995,Low,Malnutrition
Europe,Male,2015,2.35245,4.43155,3.3004,BGR,Child,2.0790999999999995,Low,Malnutrition
Americas,Male,2018,1.00133,11.92363,4.69076,HTI,Child,10.9223,Low,Malnutrition
Africa,Both,2018,2.49664,11.14561,5.964,COD,Child,8.648969999999998,Low,Malnutrition
Europe,Both,2012,1.05179,1.71433,1.36001,ITA,Child,0.6625399999999999,Low,Malnutrition
Western Pacific,Male,2013,0.13468,2.3017,0.79444,NIU,Child,2.16702,Low,Malnutrition
Africa,Female,2014,1.82833,14.80039,6.48182,CAF,Child,12.97206,Low,Malnutrition
Africa,Female,2021,4.98323,10.02784,7.24983,GHA,Child,5.04461,Low,Malnutrition
Americas,Female,2022,0.52858,1.39872,0.89858,PER,Child,0.8701399999999999,Low,Malnutrition
Africa,Female,2013,3.60821,15.70102,8.48434,MUS,Child,12.09281,Low,Malnutrition
Western Pacific,Male,2018,0.17059,3.87925,1.26133,TKL,Child,3.70866,Low,Malnutrition
Europe,Both,2022,2.01736,6.19741,3.75623,ARM,Child,4.18005,Low,Malnutrition
Africa,Male,2019,3.91824,18.46582,9.81392,CIV,Child,14.54758,Low,Malnutrition
,Male,2014,13.67474,16.47061,15.06455,EMR,Child,2.7958700000000007,Moderate,Malnutrition
Europe,Male,2018,1.45896,3.20554,2.21863,ITA,Child,1.74658,Low,Malnutrition
Eastern Mediterranean,Female,2019,1.38574,7.00108,3.58173,TUN,Child,5.61534,Low,Malnutrition
Europe,Male,2018,0.92176,1.78603,1.31144,PRT,Child,0.86427,Low,Malnutrition
South-East Asia,Male,2012,7.88313,27.94995,16.77605,NPL,Child,20.06682,Moderate,Malnutrition
Eastern Mediterranean,Female,2017,4.51858,9.50081,6.81636,OMN,Child,4.9822299999999995,Low,Malnutrition
Europe,Male,2012,0.82886,3.22981,1.75059,LVA,Child,2.40095,Low,Malnutrition
Africa,Female,2021,1.54754,9.26623,4.33389,TZA,Child,7.7186900000000005,Low,Malnutrition
Europe,Male,2019,1.4921,3.48101,2.34639,ITA,Child,1.98891,Low,Malnutrition
Western Pacific,Female,2013,4.13301,5.25349,4.67431,CHN,Child,1.1204800000000006,Low,Malnutrition
Eastern Mediterranean,Female,2012,0.97209,12.78883,4.91157,SYR,Child,11.816740000000001,Low,Malnutrition
Europe,Male,2013,0.90005,2.0014,1.36002,NOR,Child,1.1013499999999998,Low,Malnutrition
Eastern Mediterranean,Female,2021,4.29648,13.31182,8.25108,SAU,Child,9.015340000000002,Low,Malnutrition
Eastern Mediterranean,Male,2021,14.40803,24.62403,19.37537,PAK,Child,10.216000000000001,Moderate,Malnutrition
Africa,Both,2021,2.70447,8.26797,5.07945,LSO,Child,5.5634999999999994,Low,Malnutrition
Western Pacific,Both,2020,0.22264,3.8072,1.25462,KIR,Child,3.5845599999999997,Low,Malnutrition
Africa,Female,2020,1.52698,6.64257,3.55476,ZMB,Child,5.11559,Low,Malnutrition
Western Pacific,Both,2012,0.87449,1.21521,1.03721,AUS,Child,0.3407199999999999,Low,Malnutrition
Western Pacific,Both,2022,3.48692,12.87312,7.34531,KHM,Child,9.3862,Low,Malnutrition
Americas,Both,2017,1.65765,2.27689,1.94984,MEX,Child,0.6192399999999998,Low,Malnutrition
Europe,Female,2013,2.04288,4.71222,3.22404,MDA,Child,2.6693400000000005,Low,Malnutrition
Europe,Male,2018,0.99079,1.82181,1.37395,IRL,Child,0.83102,Low,Malnutrition
Africa,Both,2022,1.22445,8.09396,3.86717,STP,Child,6.869509999999999,Low,Malnutrition
Africa,Female,2017,2.13015,7.07675,4.07497,Gabon,Child,4.9466,Low,Malnutrition
Americas,Male,2022,1.83902,6.99846,3.89242,VCT,Child,5.15944,Low,Malnutrition
,Both,2018,18.05479,20.59359,19.3028,SEAR,Child,2.5387999999999984,Moderate,Malnutrition
Eastern Mediterranean,Female,2017,1.77237,4.22301,2.83061,JOR,Child,2.4506400000000004,Low,Malnutrition
Europe,Male,2014,1.99099,6.89599,4.05242,UZB,Child,4.905,Low,Malnutrition
Europe,Female,2014,2.37505,4.60737,3.37742,KAZ,Child,2.2323200000000005,Low,Malnutrition
Europe,Female,2015,0.13384,3.0129,0.94399,GRL,Child,2.87906,Low,Malnutrition
Africa,Both,2013,8.1964,13.50032,10.71556,KEN,Child,5.30392,Moderate,Malnutrition
South-East Asia,Female,2016,4.96655,7.04721,5.94092,THA,Child,2.08066,Low,Malnutrition
Europe,Female,2022,0.80564,4.14511,2.07055,MLT,Child,3.33947,Low,Malnutrition
Africa,Female,2022,4.05348,17.34199,9.54368,NAM,Child,13.288509999999999,Low,Malnutrition
Europe,Male,2021,0.35952,7.50082,2.45999,ISL,Child,7.1413,Low,Malnutrition
South-East Asia,Male,2020,6.87956,26.3082,15.44385,LKA,Child,19.42864,Moderate,Malnutrition
Americas,Both,2015,1.40419,2.29559,1.80955,ECU,Child,0.8913999999999997,Low,Malnutrition
Africa,Female,2018,3.00303,21.59824,10.2873,ERI,Child,18.59521,Moderate,Malnutrition
Western Pacific,Both,2017,0.21862,1.71457,0.7185,FSM,Child,1.49595,Low,Malnutrition
Europe,Both,2020,1.66941,3.37064,2.42998,ALB,Child,1.7012299999999998,Low,Malnutrition
Africa,Both,2015,14.10243,21.64329,17.82336,SEN,Child,7.54086,Moderate,Malnutrition
,Female,2022,6.95926,10.61661,8.72735,EMR,Child,3.65735,Low,Malnutrition
,Both,2012,8.66251,10.21695,9.42399,AFR,Child,1.5544400000000014,Low,Malnutrition
Eastern Mediterranean,Both,2013,13.02543,18.37402,15.66166,YEM,Child,5.3485900000000015,Moderate,Malnutrition
Americas,Female,2019,1.97302,3.16275,2.52688,BRA,Child,1.18973,Low,Malnutrition
Americas,Both,2020,1.59787,5.28798,3.0915,SLV,Child,3.6901100000000002,Low,Malnutrition
South-East Asia,Female,2022,5.79988,10.75342,8.06993,THA,Child,4.95354,Low,Malnutrition
Europe,Female,2022,3.23329,7.65765,5.15663,KAZ,Child,4.42436,Low,Malnutrition
Western Pacific,Male,2017,1.48502,2.38144,1.89466,AUS,Child,0.89642,Low,Malnutrition
Europe,Male,2015,2.91129,8.73835,5.37061,TKM,Child,5.82706,Low,Malnutrition
,Female,2014,16.46724,18.56093,17.50923,SEAR,Child,2.0936899999999987,Moderate,Malnutrition
Africa,Both,2013,2.79266,5.71404,4.11843,SWZ,Child,2.9213799999999996,Low,Malnutrition
Africa,Female,2020,2.71382,22.24611,10.14965,ERI,Child,19.532290000000003,Moderate,Malnutrition
Europe,Male,2022,0.95282,5.24144,2.55162,TUR,Child,4.28862,Low,Malnutrition
Europe,Both,2012,2.7216,4.93315,3.72528,KGZ,Child,2.2115500000000003,Low,Malnutrition
Europe,Male,2022,1.59583,4.97277,3.02689,RUS,Child,3.3769399999999994,Low,Malnutrition
South-East Asia,Male,2018,2.04579,16.34,7.2493,BTN,Child,14.29421,Low,Malnutrition
Eastern Mediterranean,Female,2021,1.26667,7.94468,3.80461,TUN,Child,6.6780100000000004,Low,Malnutrition
Africa,Female,2017,2.18394,12.74884,6.00682,BDI,Child,10.5649,Low,Malnutrition
Europe,Male,2022,2.03076,6.46884,3.81909,SVK,Child,4.43808,Low,Malnutrition
Western Pacific,Male,2018,2.0662,15.90346,7.22118,FJI,Child,13.83726,Low,Malnutrition
Western Pacific,Female,2019,1.24645,5.78329,2.95193,BRN,Child,4.53684,Low,Malnutrition
South-East Asia,Both,2018,4.06662,16.34199,9.36033,PRK,Child,12.275369999999999,Low,Malnutrition
Western Pacific,Both,2016,2.04062,4.58276,3.10749,Mongolia,Child,2.5421400000000003,Low,Malnutrition
Africa,Both,2015,2.06734,7.25114,4.18941,DZA,Child,5.1838,Low,Malnutrition
Africa,Male,2015,7.26972,11.64082,9.33754,GHA,Child,4.371099999999999,Low,Malnutrition
Americas,Female,2016,0.70127,1.14327,0.90223,USA,Child,0.44200000000000006,Low,Malnutrition
Africa,Both,2017,3.89785,8.75391,5.98765,LBR,Child,4.856059999999999,Low,Malnutrition
Europe,Female,2022,0.85692,2.12984,1.40757,CHE,Child,1.27292,Low,Malnutrition
Africa,Male,2020,12.82633,26.25307,19.2269,BFA,Child,13.42674,Moderate,Malnutrition
Western Pacific,Male,2012,0.59199,6.14738,2.54729,VUT,Child,5.55539,Low,Malnutrition
,Both,2017,1.57495,1.92081,1.73686,AMR,Child,0.34585999999999983,Low,Malnutrition
Americas,Both,2015,1.56353,8.16931,4.08554,BMU,Child,6.605779999999999,Low,Malnutrition
South-East Asia,Male,2020,3.229,13.08346,7.28465,BTN,Child,9.85446,Low,Malnutrition
Europe,Male,2019,1.95407,4.61198,3.13819,RUS,Child,2.65791,Low,Malnutrition
Europe,Both,2019,2.51549,4.54578,3.44355,RUS,Child,2.03029,Low,Malnutrition
Africa,Female,2020,4.84345,9.64105,7.06036,BFA,Child,4.7976,Low,Malnutrition
Africa,Female,2016,4.34076,20.64568,11.00325,SEN,Child,16.30492,Moderate,Malnutrition
Western Pacific,Male,2014,0.90298,1.4529,1.16233,NZL,Child,0.5499200000000001,Low,Malnutrition
Western Pacific,Male,2018,0.93704,1.98312,1.39035,AUS,Child,1.04608,Low,Malnutrition
,Female,2021,1.47116,2.06627,1.74519,AMR,Child,0.5951099999999998,Low,Malnutrition
Africa,Female,2022,4.14903,8.94903,6.28031,KEN,Child,4.800000000000001,Low,Malnutrition
Africa,Female,2012,1.29233,16.40002,6.42043,CAF,Child,15.107690000000002,Low,Malnutrition
Africa,Both,2022,2.31037,12.12184,6.12713,COM,Child,9.81147,Low,Malnutrition
Europe,Male,2015,1.28397,2.25895,1.72839,ALB,Child,0.97498,Low,Malnutrition
Eastern Mediterranean,Both,2020,1.80207,6.22338,3.62189,IRQ,Child,4.42131,Low,Malnutrition
Americas,Female,2018,1.47629,2.37502,1.88584,MEX,Child,0.89873,Low,Malnutrition
Western Pacific,Both,2021,0.47536,3.06656,1.4417,TUV,Child,2.5911999999999997,Low,Malnutrition
Africa,Male,2019,5.14931,14.23239,9.21343,LSO,Child,9.08308,Low,Malnutrition
Americas,Female,2020,0.33063,3.91189,1.45761,PRY,Child,3.5812600000000003,Low,Malnutrition
,Male,2022,2.03323,2.99846,2.472,AMR,Child,0.96523,Low,Malnutrition
Eastern Mediterranean,Female,2021,0.72645,13.87107,4.81241,DJI,Child,13.14462,Low,Malnutrition
Africa,Female,2012,2.66072,3.7395,3.18371,ZAF,Child,1.07878,Low,Malnutrition
Western Pacific,Female,2013,5.71641,7.83771,6.73966,MYS,Child,2.1213000000000006,Low,Malnutrition
South-East Asia,Both,2018,12.41526,17.66724,14.93547,MDV,Child,5.25198,Moderate,Malnutrition
Western Pacific,Both,2012,3.78729,11.08128,7.0022,LAO,Child,7.293989999999999,Low,Malnutrition
Western Pacific,Both,2012,1.66637,1.99909,1.83167,JPN,Child,0.3327200000000001,Low,Malnutrition
Africa,Female,2022,2.05572,5.96522,3.7182,RWA,Child,3.9095000000000004,Low,Malnutrition
Africa,Male,2020,1.69885,16.36293,7.10548,COD,Child,14.664079999999998,Low,Malnutrition
Europe,Female,2013,0.33916,4.96363,1.78557,AND,Child,4.6244700000000005,Low,Malnutrition
,Male,2019,19.4626,23.18337,21.32146,SEAR,Child,3.7207700000000017,High,Malnutrition
Americas,Both,2012,0.71702,4.33451,1.89559,NIC,Child,3.61749,Low,Malnutrition
Western Pacific,Female,2022,0.03947,2.83689,0.67879,NIU,Child,2.79742,Low,Malnutrition
Western Pacific,Both,2019,0.23094,1.96636,0.81818,KIR,Child,1.7354200000000002,Low,Malnutrition
Europe,Female,2021,0.10484,3.42503,0.9747,GRL,Child,3.32019,Low,Malnutrition
Europe,Both,2017,1.34337,2.35735,1.80698,HRV,Child,1.0139799999999999,Low,Malnutrition
Europe,Female,2020,1.28872,2.45911,1.80768,EST,Child,1.1703899999999998,Low,Malnutrition
Africa,Both,2018,1.39238,7.58562,3.76827,STP,Child,6.193239999999999,Low,Malnutrition
Africa,Both,2019,4.0155,12.19459,7.49977,MUS,Child,8.179089999999999,Low,Malnutrition
Europe,Male,2012,2.04183,6.63348,3.96091,UZB,Child,4.59165,Low,Malnutrition
Europe,Male,2012,1.35812,2.03366,1.67049,DNK,Child,0.6755399999999998,Low,Malnutrition
Eastern Mediterranean,Both,2012,1.21012,3.46181,2.14739,LBN,Child,2.25169,Low,Malnutrition
Europe,Male,2017,1.71809,2.58991,2.12735,FIN,Child,0.8718200000000003,Low,Malnutrition
Americas,Female,2014,0.44415,4.29286,1.68777,JAM,Child,3.84871,Low,Malnutrition
Western Pacific,Both,2017,0.17975,1.32307,0.59332,NIU,Child,1.14332,Low,Malnutrition
Americas,Male,2014,1.99365,6.53854,3.89451,BRB,Child,4.5448900000000005,Low,Malnutrition
Europe,Male,2013,2.24358,4.25385,3.14666,BGR,Child,2.01027,Low,Malnutrition
Eastern Mediterranean,Female,2016,1.4362,4.96279,2.80908,PSE,Child,3.52659,Low,Malnutrition
Europe,Female,2012,1.32456,3.1255,2.09162,TUR,Child,1.8009400000000002,Low,Malnutrition
Europe,Female,2018,0.2907,4.83153,1.68733,ISL,Child,4.54083,Low,Malnutrition
Europe,Male,2014,1.08635,2.33008,1.63894,HRV,Child,1.2437300000000002,Low,Malnutrition
Africa,Both,2019,6.7747,11.75199,9.05705,ETH,Child,4.977289999999999,Low,Malnutrition
,Female,2015,16.96772,19.29919,18.13139,SEAR,Child,2.3314699999999995,Moderate,Malnutrition
Americas,Male,2017,0.61424,8.43394,3.15611,NIC,Child,7.8197,Low,Malnutrition
Europe,Both,2012,2.19869,5.22133,3.49866,MKD,Child,3.02264,Low,Malnutrition
Americas,Both,2014,1.38201,2.22164,1.7729,Argentina,Child,0.8396299999999999,Low,Malnutrition
Africa,Female,2013,2.39191,6.54336,4.1968,BFA,Child,4.15145,Low,Malnutrition
Africa,Male,2018,2.91683,8.62066,5.38101,MOZ,Child,5.703830000000001,Low,Malnutrition
South-East Asia,Male,2012,30.30285,33.53843,31.90084,IND,Child,3.235579999999999,High,Malnutrition
Western Pacific,Female,2012,0.13032,5.15782,1.40155,VUT,Child,5.0275,Low,Malnutrition
Europe,Female,2021,1.04272,3.57816,2.04838,FRA,Child,2.53544,Low,Malnutrition
South-East Asia,Both,2021,14.38441,22.75513,18.51112,LKA,Child,8.37072,Moderate,Malnutrition
Africa,Both,2015,3.67844,7.38378,5.31393,LSO,Child,3.7053399999999996,Low,Malnutrition
Africa,Both,2013,3.19849,7.2816,5.094,STP,Child,4.08311,Low,Malnutrition
Africa,Male,2019,3.84982,17.09428,9.49246,CPV,Child,13.244460000000002,Low,Malnutrition
Europe,Female,2018,0.78404,1.87432,1.26032,SWE,Child,1.09028,Low,Malnutrition
Europe,Female,2016,2.00529,5.31963,3.44277,MDA,Child,3.31434,Low,Malnutrition
Europe,Both,2021,2.34665,4.98484,3.50275,SVK,Child,2.6381900000000003,Low,Malnutrition
